exper_data_id	pop_label	data_group_name	date_str	time_str	temperature	rel_humidity	env_label	area.F
Block_41-20160912_150713_proc	CA150L39	Block_41	20160912	150713	26.8	47	NGM	0.0572160404411765
Block_41-20160912_153305_proc	CA150L39	Block_41	20160912	153305	27	47	NaCl	0.0510502381615599
Block_41-20160912_155914_proc	CA250L39	Block_41	20160912	155914	27.3	47	NaCl	0.0807652111111111
Block_41-20160912_162511_proc	CA250L39	Block_41	20160912	162511	27.4	46	NGM	0.0465411959930314
Block_41-20160912_165129_proc	CA250L44	Block_41	20160912	165129	27.5	46	NaCl	0.0757498884297521
Block_41-20160912_171820_proc	CA250L44	Block_41	20160912	171820	27.5	44	NGM	0.0465093801498127
Block_41-20160912_174402_proc	CA250L38	Block_41	20160912	174402	27.6	44	NaCl	0.0706456542372881
Block_41-20160912_180950_proc	CA250L38	Block_41	20160912	180950	27.6	44	NGM	0.0439504724770642
Block_42-20160913_102952_proc	CA150L43	Block_42	20160913	102952	25.8	52	NGM	0.0704213714285714
Block_42-20160913_105538_proc	CA150L43	Block_42	20160913	105538	25.8	51	NaCl	0.045560287456446
Block_42-20160913_112121_proc	CA350L42	Block_42	20160913	112121	25.8	52	NaCl	0.0463289413357401
Block_42-20160913_114706_proc	CA350L42	Block_42	20160913	114706	25.9	52	NGM	0.0870115284431138
Block_42-20160913_121244_proc	CA150L44	Block_42	20160913	121244	26	52	NGM	0.08134269250646
Block_42-20160913_123849_proc	CA150L44	Block_42	20160913	123849	26.2	51	NaCl	0.0410430783410138
Block_42-20160913_130421_proc	CA350L40	Block_42	20160913	130421	26.2	51	NaCl	0.0452956811023622
Block_42-20160913_135117_proc	CA350L40	Block_42	20160913	135117	26.4	51	NGM	0.0680503006198347
Block_42-20160913_141656_proc	CA350L41	Block_42	20160913	141656	26.5	50	NGM	0.0999679637305699
Block_42-20160913_144250_proc	CA350L41	Block_42	20160913	144250	26.7	49	NaCl	0.0541889728059333
Block_42-20160913_150844_proc	CA350L51	Block_42	20160913	150844	26.8	48	NaCl	0.0524945899543379
Block_42-20160913_153416_proc	CA350L51	Block_42	20160913	153416	27	47	NGM	0.0923747196478221
Block_42-20160913_160002_proc	CA350L43	Block_42	20160913	160002	27.2	46	NGM	0.0810523122270742
Block_42-20160913_162536_proc	CA350L43	Block_42	20160913	162536	27.2	46	NaCl	0.0447444682539683
Block_42-20160913_165139_proc	CA350L40	Block_42	20160913	165139	27.2	43	NaCl	0.0374959528301887
Block_42-20160913_171718_proc	CA150L40	Block_42	20160913	171718	27.2	43	NGM	0.0735797599118943
Block_43-20160914_085511_proc	CA350L52	Block_43	20160914	85511	26	47	NGM	0.07467152
Block_43-20160914_092109_proc	CA350L52	Block_43	20160914	92109	26	47	NaCl	0.0466854918699187
Block_43-20160914_094724_proc	CA150L46	Block_43	20160914	94724	25.9	47	NGM	0.0775898981670061
Block_43-20160914_101300_proc	CA150L46	Block_43	20160914	101300	26	47	NaCl	0.0463108969072165
Block_43-20160914_103937_proc	CA250L47	Block_43	20160914	103937	26	47	NGM	0.0904383713136729
Block_43-20160914_110536_proc	CA250L47	Block_43	20160914	110536	26	47	NaCl	0.0446155246212121
Block_43-20160914_113107_proc	CA350L46	Block_43	20160914	113107	26	47	NaCl	0.0487027693877551
Block_43-20160914_115642_proc	CA350L46	Block_43	20160914	115642	26	47	NGM	0.0894333070175439
Block_43-20160914_122236_proc	CA250L45	Block_43	20160914	122236	26.1	47	NGM	0.0796177881773399
Block_43-20160914_124844_proc	CA250L45	Block_43	20160914	124844	26.2	46	NaCl	0.0430973461538462
Block_43-20160914_131431_proc	CA350L47	Block_43	20160914	131431	26.3	46	NaCl	0.0473150857142857
Block_43-20160914_134007_proc	CA350L47	Block_43	20160914	134007	26.4	45	NGM	0.0935152076502732
Block_43-20160914_140555_proc	CA250L46	Block_43	20160914	140555	26.4	46	NaCl	0.049159979231568
Block_43-20160914_143134_proc	CA250L46	Block_43	20160914	143134	26.6	46	NGM	0.0756525856353591
Block_43-20160914_145720_proc	CA150L47	Block_43	20160914	145720	26.7	45	NaCl	0.0456666470588235
Block_43-20160914_152254_proc	CA150L47	Block_43	20160914	152254	26.8	45	NGM	0.0799867200772201
Block_44-20160915_111004_proc	CA250L52	Block_44	20160915	111004	25.8	54	NGM	0.0641075229217604
Block_44-20160915_113539_proc	CA250L52	Block_44	20160915	113539	25.9	54	NaCl	0.0457981696481813
Block_44-20160915_120139_proc	CA150L51	Block_44	20160915	120139	25.9	53	NGM	0.0734715697305864
Block_44-20160915_122741_proc	CA150L51	Block_44	20160915	122741	26	53	NaCl	0.0425078799668874
Block_44-20160915_125347_proc	CA250L42	Block_44	20160915	125347	26	53	NGM	0.0806922529761905
Block_44-20160915_131959_proc	CA250L42	Block_44	20160915	131959	26	53	NaCl	0.0468356238317757
Block_44-20160915_141557_proc	CA150L49	Block_44	20160915	141557	25.9	53	NaCl	0.046305985046729
Block_44-20160915_144210_proc	CA150L52	Block_44	20160915	144210	26	53	NGM	0.0776343051317614
Block_44-20160915_150756_proc	CA150L52	Block_44	20160915	150756	26	52	NaCl	0.046819943647541
Block_44-20160915_153338_proc	CA350L45	Block_44	20160915	153338	25.9	52	NaCl	0.0465169634369287
Block_44-20160915_155913_proc	CA350L45	Block_44	20160915	155913	26.1	52	NGM	0.0720268490415335
Block_44-20160915_162514_proc	CA250L43	Block_44	20160915	162514	26	51	NaCl	0.0491741560130011
Block_44-20160915_165042_proc	CA250L43	Block_44	20160915	165042	25.8	51	NGM	0.077913652
Block_44-20160915_180933_proc	CA250L48	Block_44	20160915	180933	25.8	51	NaCl	0.0575340862619808
Block_44-20160915_183512_proc	CA250L48	Block_44	20160915	183512	25.8	51	NGM	0.0869087894736842
Block_45-20160916_092853_proc	CA250L51	Block_45	20160916	92853	24.9	49	NGM	0.0565343795180723
Block_45-20160916_095426_proc	CA250L51	Block_45	20160916	95426	24.9	49	NaCl	0.0374883149350649
Block_45-20160916_131705_proc	CA150L48	Block_45	20160916	131705	25.2	48	NGM	0.0636963017857143
Block_45-20160916_141722_proc	CA150L48	B45	20160916	141722	25.2	47	NaCl	0.0446663285714286
Block_45-20160916_145244_proc	CA250L49	Block_45	20160916	145244	25.2	47	NGM	0.0593659140625
Block_45-20160916_162859_proc	CA250L49	B45	20160916	162859	25.4	47	NaCl	0.0518002413793103
Block_45-20160916_170550_proc	CA250L50	Block_45	20160916	170550	25.2	48	NGM	0.0581487952069717
Block_45-20160916_173432_proc	CA250L50	Block_45	20160916	173432	25.2	50	NaCl	0.0405939074074074
Block_46-20161003_091155_proc	CA350L44	Block_46	20161003	91155	24.9	41	NGM	0.0696823674388674
Block_46-20161003_093833_proc	CA350L44	Block_46	20161003	93833	24.8	40	NaCl	0.0411676331471136
Block_46-20161003_100444_proc	CA150L50	Block_46	20161003	100444	24.8	40	NGM	0.0708563283082077
Block_46-20161003_103047_proc	CA150L50	Block_46	20161003	103047	24.8	40	NaCl	0.0423661802884615
Block_46-20161003_105723_proc	CA250L25	Block_46	20161003	105723	24.8	40	NGM	0.0677857222222222
Block_46-20161003_112714_proc	CA250L25	Block_46	20161003	112714	24.9	40	NaCl	0.0428180642523364
Block_46-20161003_115321_proc	CA350L26	Block_46	20161003	115321	25	40	NGM	0.0762572085427136
Block_46-20161003_121849_proc	CA350L26	Block_46	20161003	121849	25.1	40	NaCl	0.0435330275590551
Block_46-20161003_124644_proc	CA350L48	Block_46	20161003	124644	25.2	41	NGM	0.0689365544252289
Block_46-20161003_131310_proc	CA350L48	Block_46	20161003	131310	25.4	40	NaCl	0.0480479338521401
Block_46-20161003_133856_proc	CA250L26	Block_46	20161003	133856	25.5	39	NGM	0.0740930997161107
Block_46-20161003_140637_proc	CA250L26	Block_46	20161003	140637	25.6	38	NaCl	0.0462792825112108
Block_46-20161003_143229_proc	CA350L39	Block_46	20161003	143229	25.8	38	NaCl	0.0444743568527919
Block_46-20161003_150013_proc	CA350L39	Block_46	20161003	150013	26	38	NGM	0.0688966369294606
Block_46-20161003_152655_proc	CA350L50	Block_46	20161003	152655	26.2	38	NaCl	0.0390385505617978
Block_46-20161003_155533_proc	CA350L50	Block_46	20161003	155533	26.2	37	NGM	0.0404075207039337
Block_47-20161010_093534_proc	CA150L31	Block_47	20161010	93534	23.7	34	NGM	0.0659521952526799
Block_47-20161010_104851_proc	CA150L31	Block_47	20161010	104851	23.8	36	NaCl	0.0417747645502645
Block_47-20161010_111957_proc	CA250L28	Block_47	20161010	111957	24	36	NGM	0.0791656318897638
Block_47-20161010_122449_proc	CA250L28	Block_47	20161010	122449	24	35	NaCl	0.0441227478693182
Block_48-20161024_093105_proc	GA450L4	Block_48	20161024	93105	24.7	45	NGM	0.0806396699029126
Block_48-20161024_095723_proc	GA450L4	Block_48	20161024	95723	24.7	45	NaCl	0.0446364773838631
Block_48-20161024_102719_proc	GA250L49	Block_48	20161024	102719	24.8	45	NGM	0.0777443786630037
Block_48-20161024_105326_proc	GA250L49	Block_48	20161024	105326	24.8	45	NaCl	0.0456122578534031
Block_48-20161024_111931_proc	GA250L2	Block_48	20161024	111931	24.8	45	NGM	0.0808481573359073
Block_48-20161024_115355_proc	GA250L2	Block_48	20161024	115355	24.9	46	NaCl	0.0447411800847458
Block_48-20161024_122419_proc	GA450L16	Block_48	20161024	122419	25	46	NGM	0.0721628342810723
Block_48-20161024_124957_proc	GA450L16	Block_48	20161024	124957	25	46	NaCl	0.045321
Block_48-20161024_131547_proc	GA450L10	Block_48	20161024	131547	25	46	NGM	0.0814308952922078
Block_48-20161024_134125_proc	GA450L10	Block_48	20161024	134125	25.1	46.1	NaCl	0.048973006443299
Block_48-20161024_140826_proc	GA250L36	Block_48	20161024	140826	25.2	47	NaCl	0.043638518490566
Block_48-20161024_143517_proc	GA250L36	Block_48	20161024	143517	25.2	47	NGM	0.0833208288009889
Block_48-20161024_150204_proc	GA250L35	Block_48	20161024	150204	25.2	47	NaCl	0.0513586703199052
Block_48-20161024_152753_proc	GA250L35	Block_48	20161024	152753	25.2	47	NGM	0.0833017772479564
Block_48-20161024_155540_proc	A6140L90	Block_48	20161024	155540	25.3	48	NaCl	0.0485052954954955
Block_48-20161024_162343_proc	A6140L90	Block_48	20161024	162343	25.3	48	NGM	0.0783441341463415
Block_49-20161025_092027_proc	A6140L179	Block_49	20161025	92027	24.8	48	NGM	0.0786692905405405
Block_49-20161025_094623_proc	A6140L179	Block_49	20161025	94623	24.9	48	NaCl	0.0454402467948718
Block_49-20161025_101202_proc	A6140L62	Block_49	20161025	101202	25	48	NGM	0.0652404748831776
Block_49-20161025_103802_proc	A6140L62	Block_49	20161025	103802	25	48	NaCl	0.037106685840708
Block_49-20161025_110348_proc	A6140L2	Block_49	20161025	110348	25	47	NGM	0.0759167727272727
Block_49-20161025_113016_proc	A6140L2	Block_49	20161025	113016	24.9	47	NaCl	0.0464108836363636
Block_49-20161025_115609_proc	A6140L85	Block_49	20161025	115609	24.9	47	NGM	0.0633505300925926
Block_49-20161025_122152_proc	A6140L85	Block_49	20161025	122152	24.9	47	NaCl	0.0369902765957447
Block_49-20161025_124739_proc	A6140L35	Block_49	20161025	124739	25	48	NGM	0.0831111469879518
Block_49-20161025_131329_proc	A6140L35	Block_49	20161025	131329	25	48	NaCl	0.0422756542857143
Block_49-20161025_133917_proc	A6140L70	Block_49	20161025	133917	25	48	NaCl	0.0402789306930693
Block_49-20161025_140450_proc	A6140L70	Block_49	20161025	140450	25	48	NGM	0.072808652173913
Block_49-20161025_143101_proc	GA150L41	Block_49	20161025	143101	25	48	NaCl	0.0496651369863014
Block_49-20161025_145649_proc	GA150L41	Block_49	20161025	145649	25	48	NGM	0.0909034954198473
Block_49-20161025_152253_proc	GA150L39	Block_49	20161025	152253	25	47	NaCl	0.0440517975352113
Block_49-20161025_155153_proc	GA150L39	Block_49	20161025	155153	25.1	47	NGM	0.0721777374045802
Block_5-20160712_081554_proc	CA350L10	Block_5	20160712	81554	22.9	52	NGM	0.0814092709090909
Block_5-20160712_084414_proc	CA350L10	Block_5	20160712	84414	23	52	NaCl	0.0459907158730159
Block_5-20160712_091303_proc	CA150L10	Block_5	20160712	91303	22.9	52	NGM	0.0771833820043103
Block_5-20160712_094141_proc	CA150L10	Block_5	20160712	94141	23	52	NaCl	0.0387291176470588
Block_5-20160712_101224_proc	CA250L10	Block_5	20160712	101224	23.2	52	NaCl	0.0442260309617918
Block_5-20160712_104659_proc	CA250L10	Block_5	20160712	104659	23.2	52	NGM	0.078004246194825
Block_5-20160712_111442_proc	CA250L9	Block_5	20160712	111442	23.3	52	NGM	0.0814152198544699
Block_5-20160712_115034_proc	CA250L9	Block_5	20160712	115034	23.4	50	NaCl	0.0499613618925831
Block_5-20160712_121907_proc	CA350L8	Block_5	20160712	121907	23	52	NaCl	0.0409371086261981
Block_5-20160712_132438_proc	CA350L8	Block_5	20160712	132438	23	52	NGM	0.0835047354753521
Block_5-20160712_135433_proc	CA350L9	Block_5	20160712	135433	23.6	48	NaCl	0.0437790570599613
Block_5-20160712_142747_proc	CA350L9	Block_5	20160712	142747	23.7	47	NGM	0.0908073222530009
Block_50-20161206_100331_proc	A6140L31	Block_50	20161206	100331	21.9	33	NGM	0.0722676013615734
Block_50-20161206_102913_proc	A6140L31	Block_50	20161206	102913	22	33	NaCl	0.0440676854714065
Block_50-20161206_105537_proc	A6140L75	Block_50	20161206	105537	22.2	33	NGM	0.0719619551630435
Block_50-20161206_112246_proc	A6140L75	Block_50	20161206	112246	22.3	33	NaCl	0.0461208116219668
Block_50-20161206_114825_proc	A6140L74	Block_50	20161206	114825	22.4	33	NGM	0.0659699849498328
Block_50-20161206_121400_proc	A6140L74	Block_50	20161206	121400	22.5	33	NaCl	0.0505866654929577
Block_50-20161206_124059_proc	A6140L234	Block_50	20161206	124059	22.8	34	NaCl	0.0424981046511628
Block_50-20161206_130647_proc	A6140L234	Block_50	20161206	130647	22.9	34	NGM	0.0573729767123288
Block_50-20161206_141832_proc	GA150L11	Block_50	20161206	141832	23.1	34	NGM	0.0850605374396135
Block_50-20161206_144407_proc	GA150L11	Block_50	20161206	144407	23	34	NaCl	0.0461288957388939
Block_51-20161121_101739_proc	CA250L14	Block_51	20161121	101739	21.3	60	NGM	0.0587472140221402
Block_51-20161121_104607_proc	CA250L14	Block_51	20161121	104607	21.3	60	NaCl	0.0530310390070922
Block_51-20161121_111429_proc	CA250L19	Block_51	20161121	111429	21.6	48	NGM	0.0625262708955224
Block_51-20161121_114151_proc	CA250L19	Block_51	20161121	114151	21.7	47	NaCl	0.0432553817567568
Block_51-20161121_120915_proc	CA250L11	Block_51	20161121	120915	21.9	56	NGM	0.0696234086538462
Block_51-20161121_123809_proc	CA250L11	Block_51	20161121	123809	22	55	NaCl	0.0547515972222222
Block_51-20161121_130358_proc	CA250L27	Block_51	20161121	130358	22.1	55	NGM	0.0706166804635762
Block_51-20161121_134045_proc	CA250L27	Block_51	20161121	134045	22.1	53	NaCl	0.0493585
Block_52-20161122_104818_proc	CA350L40	Block_52	20161122	104818	21.3	46	NGM	0.0526056475770925
Block_52-20161122_112015_proc	CA350L40	B52	20161122	112015	21.5	46	NaCl	0.04910284375
Block_52-20161122_114706_proc	CA150L10	Block_52	20161122	114706	21.6	47	NGM	0.0630629031322506
Block_52-20161122_121317_proc	CA150L10	Block_52	20161122	121317	21.8	47	NaCl	0.0417567752293578
Block_52-20161122_123941_proc	CA150L26	Block_52	20161122	123941	21.8	47	NGM	0.0553413905959032
Block_52-20161122_130720_proc	CA150L26	B52	20161122	130720	21.8	47	NaCl	0.0443077857142857
Block_52-20161122_133425_proc	CA350L13	Block_52	20161122	133425	22	47	NGM	0.0540213687566419
Block_52-20161122_140126_proc	CA350L13	B52	20161122	140126	22	47	NaCl	0.0365491896551724
Block_52-20161122_143101_proc	CA150L13	Block_52	20161122	143101	22	48	NGM	0.0612895073839662
Block_52-20161122_152516_proc	CA250L29	Block_52	20161122	152516	22.2	48	NGM	0.0578686188436831
Block_53_2-20161125_105700_proc	CA250L21	Block_53_2	20161125	105700	22.5	44	NGM	0.0640400721830986
Block_53_2-20161125_112246_proc	CA250L21	Block_53_2	20161125	112246	22.5	43	NaCl	0.0410817448275862
Block_53_2-20161125_114911_proc	CA350L47	Block_53_2	20161125	114911	22.6	43	NGM	0.0781307427710843
Block_53_2-20161125_121534_proc	CA350L47	Block_53_2	20161125	121534	22.8	43	NaCl	0.0462331224944321
Block_53_2-20161125_124205_proc	CA350L31	Block_53_2	20161125	124205	22.9	43	NGM	0.0678181079787234
Block_53_2-20161125_130756_proc	CA350L31	Block_53_2	20161125	130756	22.9	43	NaCl	0.0481749267676768
Block_53-20161123_105443_proc	CA350L11	Block_53	20161123	105443	22	50	NGM	0.067485237704918
Block_53-20161123_112152_proc	CA350L11	Block_53	20161123	112152	22.1	51	NaCl	0.0484329263959391
Block_53-20161123_114736_proc	CA250L22	Block_53	20161123	114736	22.2	51	NGM	0.0658847871883061
Block_53-20161123_121522_proc	CA250L22	Block_53	20161123	121522	22.3	51	NaCl	0.042142401459854
Block_53-20161123_124108_proc	CA150L32	Block_53	20161123	124108	22.5	51	NGM	0.0720327351364522
Block_53-20161123_130644_proc	CA150L32	Block_53	20161123	130644	22.6	51	NaCl	0.0440465733333333
Block_53-20161123_133243_proc	CA250L2	Block_53	20161123	133243	22.7	51	NGM	0.0747609419642857
Block_53-20161123_135828_proc	CA250L2	Block_53	20161123	135828	22.7	51	NaCl	0.0521226810810811
Block_53-20161123_142709_proc	CA150L47	Block_53	20161123	142709	22.8	51	NGM	0.068295733281493
Block_53-20161123_145305_proc	CA150L47	Block_53	20161123	145305	22.8	51	NaCl	0.0406723626373626
Block_53-20161123_151831_proc	CA150L46	Block_53	20161123	151831	22.9	52	NGM	0.0768220486725664
Block_53-20161123_154409_proc	CA150L46	Block_53	20161123	154409	23	52	NaCl	0.0454987719298246
Block_53-20161123_161017_proc	CA250L17	Block_53	20161123	161017	23.1	52	NGM	0.0602091718309859
Block_53-20161123_163647_proc	CA250L17	Block_53	20161123	163647	23.2	52	NaCl	0.0392534226190476
Block_53-20161123_170232_proc	CA150L28	Block_53	20161123	170232	23.1	52	NGM	0.068829831092437
Block_53-20161123_172922_proc	CA150L28	Block_53	20161123	172922	23.1	51	NaCl	0.04091909375
Block_54-20161128_103853_proc	CA250L50	Block_54	20161128	103853	22.3	35	NGM	0.0519792877697842
Block_54-20161128_113341_proc	CA150L49	Block_54	20161128	113341	22.5	33	NGM	0.0590706387434555
Block_54-20161128_122544_proc	CA150L40	Block_54	20161128	122544	22.8	31	NGM	0.0510815705218618
Block_55-20161129_093620_proc	CA150L35	Block_55	20161129	93620	21.1	25	NGM	0.0729921355519481
Block_55-20161129_100309_proc	CA150L35	Block_55	20161129	100309	21.2	25	NaCl	0.0443995056179775
Block_55-20161129_102912_proc	CA250L47	Block_55	20161129	102912	21.5	26	NGM	0.0685968373655914
Block_55-20161129_112045_proc	CA150L21	Block_55	20161129	112045	21.6	25	NGM	0.0649962594202899
Block_55-20161129_114629_proc	CA150L21	Block_55	20161129	114629	21.7	25	NaCl	0.0426541470588235
Block_55-20161129_121211_proc	CA250L34	Block_55	20161129	121211	21.8	26	NGM	0.0668513164335664
Block_55-20161129_123801_proc	CA250L34	Block_55	20161129	123801	22	25	NaCl	0.041576080952381
Block_55-20161129_130550_proc	CA350L52	Block_55	20161129	130550	22	25	NGM	0.0711878692722372
Block_55-20161129_133121_proc	CA350L52	Block_55	20161129	133121	22	25	NaCl	0.0483486212121212
Block_55-20161129_135735_proc	CA150L8	Block_55	20161129	135735	22.2	24	NGM	0.0659194085667216
Block_55-20161129_142312_proc	CA150L8	Block_55	20161129	142312	22.3	25	NaCl	0.0421524714285714
Block_55-20161129_154046_proc	CA250L47	B55	20161129	154046	22.6	25	NaCl	0.0468259
Block_56-20161130_094619_proc	CA350L45	Block_56	20161130	94619	20.6	23	NGM	0.0701414367007673
Block_56-20161130_101231_proc	CA350L45	Block_56	20161130	101231	20.9	25	NaCl	0.0464902805706522
Block_56-20161130_104011_proc	CA250L19	Block_56	20161130	104011	21.2	26	NGM	0.0626735785302594
Block_56-20161130_110604_proc	CA250L19	Block_56	20161130	110604	21.2	26	NaCl	0.0389041730769231
Block_56-20161130_113214_proc	CA150L41	Block_56	20161130	113214	21.4	26	NGM	0.0667529502967359
Block_56-20161130_115813_proc	CA150L41	Block_56	20161130	115813	21.5	25	NaCl	0.0473966111111111
Block_56-20161130_125156_proc	CA150L32	B56	20161130	125156	21.8	25	NaCl	0.0487679111111111
Block_56-20161130_131942_proc	CA150L32	Block_56	20161130	131942	21.8	25	NGM	0.0614588663484487
Block_57-20161202_101358_proc	CA150L46	Block_57	20161202	101358	21.6	33	NGM	0.0654617797619048
Block_57-20161202_103936_proc	CA150L46	Block_57	20161202	103936	21.8	34	NaCl	0.0460299131205674
Block_57-20161202_110538_proc	CA150L47	Block_57	20161202	110538	22	34	NGM	0.065122504109589
Block_57-20161202_113214_proc	CA150L47	Block_57	20161202	113214	22	35	NaCl	0.0428104647058824
Block_57-20161202_115942_proc	CA250L14	Block_57	20161202	115942	22.1	35	NGM	0.0593035909090909
Block_57-20161202_124843_proc	CA250L14	Block_57	20161202	124843	22.2	35	NaCl	0.0449368636363636
Block_57-20161202_135320_proc	CA350L40	Block_57	20161202	135320	22.2	35	NGM	0.0550122413793103
Block_57-20161202_141900_proc	CA350L40	Block_57	20161202	141900	22.4	37	NaCl	0.048715375
Block_57-20161202_144537_proc	CA250L27	Block_57	20161202	144537	22.5	37	NGM	0.0686229897330596
Block_57-20161202_151247_proc	CA250L27	Block_57	20161202	151247	22.5	37	NaCl	0.0490623375
Block_57-20161202_153906_proc	CA250L11	Block_57	20161202	153906	22.6	38	NGM	0.063025869047619
Block_57-20161202_160440_proc	CA250L11	Block_57	20161202	160440	22.7	38	NaCl	0.0566691363636364
Block_57-20161202_163013_proc	CA150L28	B57	20161202	163013	22.8	38	NaCl	0.0437290555555556
Block_57-20161202_165819_proc	CA150L47	Block_57	20161202	165819	22.7	38	NaCl	0.0432105543478261
Block_58-20161205_100259_proc	CA350L37	Block_58	20161205	100259	21.6	31	NGM	0.0554675970588235
Block_58-20161205_102843_proc	CA350L37	Block_58	20161205	102843	21.7	31	NaCl	0.0418045581395349
Block_58-20161205_105646_proc	CA150L13	Block_58	20161205	105646	21.9	32	NGM	0.0672176527355623
Block_58-20161205_112310_proc	CA150L13	Block_58	20161205	112310	22.1	32	NaCl	0.0400490147058824
Block_58-20161205_114841_proc	CA150L14	Block_58	20161205	114841	22.2	32	NGM	0.0695710739570164
Block_58-20161205_121614_proc	CA150L14	Block_58	20161205	121614	22.3	33	NaCl	0.044393657480315
Block_58-20161205_124155_proc	CA150L40	Block_58	20161205	124155	22.4	34	NGM	0.0613047982791587
Block_58-20161205_130822_proc	CA150L40	Block_58	20161205	130822	22.6	33	NaCl	0.0401531829268293
Block_58-20161205_140439_proc	CA150L48	Block_58	20161205	140439	22.8	34	NGM	0.0677315629102845
Block_58-20161205_143137_proc	CA150L48	Block_58	20161205	143137	23	34	NaCl	0.040637262295082
Block_58-20161205_145833_proc	CA250L50	Block_58	20161205	145833	23.2	34	NaCl	0.038939953125
Block_58-20161205_152540_proc	CA250L37	Block_58	20161205	152540	23.2	34	NaCl	0.0361698541666667
Block_58-20161205_155205_proc	CA150L10	Block_58	20161205	155205	23.2	34	NaCl	0.0393749090909091
Block_58-20161205_161805_proc	CA350L37	Block_58	20161205	161805	23.2	35	NaCl	0.0423411485849057
Block_6-20160713_103458_proc	CA250L12	Block_6	20160713	103458	22.3	47	NGM	0.0701439170896785
Block_6-20160713_110259_proc	CA250L12	Block_6	20160713	110259	22.2	45	NaCl	0.0487208005181347
Block_6-20160713_113444_proc	CA250L11	Block_6	20160713	113444	22.3	44	NGM	0.0706564608626198
Block_6-20160713_120430_proc	CA250L11	Block_6	20160713	120430	22.6	45	NaCl	0.0562356896551724
Block_6-20160713_123415_proc	CA150L11	Block_6	20160713	123415	23	45	NGM	0.0807524487983281
Block_6-20160713_130239_proc	CA150L11	Block_6	20160713	130239	23.2	42	NaCl	0.053253027739251
Block_6-20160713_135310_proc	CA350L11	Block_6	20160713	135310	23.3	41	NaCl	0.0453309004065041
Block_6-20160713_142108_proc	CA350L11	Block_6	20160713	142108	23.4	42	NGM	0.0737553787375415
Block_6-20160713_144852_proc	CA350L12	Block_6	20160713	144852	23.6	44	NaCl	0.048965263751763
Block_6-20160713_151611_proc	CA350L12	Block_6	20160713	151611	23.8	43	NGM	0.0896363781690141
Block_6-20160713_154441_proc	CA150L12	Block_6	20160713	154441	23.9	44	NaCl	0.0507259261904762
Block_6-20160713_161225_proc	CA150L12	Block_6	20160713	161225	24.1	43	NGM	0.0859806480865225
Block_7-20160714_112105_proc	CA350L14	Block_7	20160714	112105	23.4	41	NGM	0.0697212536764706
Block_7-20160714_115003_proc	CA350L14	Block_7	20160714	115003	23.4	41	NaCl	0.0468132181425486
Block_7-20160714_121853_proc	CA250L13	Block_7	20160714	121853	22.9	47	NaCl	0.0481448509110988
Block_7-20160714_124621_proc	CA250L13	Block_7	20160714	124621	23	47	NGM	0.0797522694630872
Block_7-20160714_131354_proc	CA250L14	Block_7	20160714	131354	23.2	45	NGM	0.0755378960280374
Block_7-20160714_134147_proc	CA250L14	B7	20160714	134147	23.2	43	NaCl	0.0433495869565217
Block_7-20160714_140941_proc	CA150L13	Block_7	20160714	140941	23.2	42	NaCl	0.0477108766233766
Block_7-20160714_143730_proc	CA150L13	Block_7	20160714	143730	23.3	42	NGM	0.0782677588235294
Block_7-20160714_150528_proc	CA350L13	Block_7	20160714	150528	23.3	42	NGM	0.0616199173640167
Block_7-20160714_153259_proc	CA350L13	Block_7	20160714	153259	23.3	42	NaCl	0.0355580909090909
Block_7-20160714_160356_proc	CA150L14	Block_7	20160714	160356	23.4	41	NaCl	0.0451431910377358
Block_7-20160714_163135_proc	CA150L14	Block_7	20160714	163135	23.4	41	NGM	0.0814461881987578
Block_8-20160715_105154_proc	CA350L16	Block_8	20160715	105154	22.5	49	NGM	0.0773600861823362
Block_8-20160715_112133_proc	CA350L16	Block_8	20160715	112133	22.5	49	NaCl	0.050142705655527
Block_8-20160715_114933_proc	CA250L16	Block_8	20160715	114933	22.7	49	NaCl	0.0513785225
Block_8-20160715_121840_proc	CA250L16	Block_8	20160715	121840	22.7	49	NGM	0.0822889336492891
Block_8-20160715_124654_proc	CA150L16	Block_8	20160715	124654	22.8	48	NGM	0.0898738500967118
Block_8-20160715_135310_proc	CA150L16	Block_8	20160715	135310	23	44	NaCl	0.0499772141104294
Block_8-20160715_142059_proc	CA350L15	Block_8	20160715	142059	23.2	43	NaCl	0.0472476285714286
Block_8-20160715_145128_proc	CA350L15	Block_8	20160715	145128	23.6	42	NGM	0.0843327373081464
Block_8-20160715_151930_proc	CA250L15	Block_8	20160715	151930	23.8	42	NaCl	0.0510119667487685
Block_8-20160715_154935_proc	CA250L15	Block_8	20160715	154935	23.7	40	NGM	0.085756751552795
Block_9-20160718_092652_proc	CA350L17	Block_9	20160718	92652	23.7	55	NGM	0.0713301786743516
Block_9-20160718_095525_proc	CA350L17	Block_9	20160718	95525	23.9	55	NaCl	0.0484039677419355
Block_9-20160718_102258_proc	CA250L17	Block_9	20160718	102258	24	55	NaCl	0.04178365
Block_9-20160718_105020_proc	CA250L17	Block_9	20160718	105020	24.2	56	NGM	0.0483904105691057
Block_9-20160718_111854_proc	CA350L18	Block_9	20160718	111854	24.2	56	NGM	0.0779149800936768
Block_9-20160718_114623_proc	CA350L18	Block_9	20160718	114623	24.3	56	NaCl	0.0459882019230769
