exper_data_id	data_id	pop_label	data_group_name	date_str	time_str	exper_duration_s	trackL	n_tracks	mean_nb_tracks	logD	temperature	rel_humidity	location_label	env_label	T12	T13	T21	T23	T31	T32
Block_12-20160722_095133_proc	CA250L24_NaCl_1_B12	CA250L24	Block_12	20160722	095133	1595.756	419.273045507585	1996	524.434185948941	2.7196909940117	24.4	51	Paris	NaCl	-1.56794945453518	-2.96728476879002	-0.527152516783105	-3.91492979512237	-0.40284030268239	-1.84615762047609
Block_12-20160722_102002_proc	CA150L24_NaCl_1_B12	CA150L24	Block_12	20160722	102002	1596.423	626.528117359413	1177	461.922431668818	2.66456905277143	24.7	51	Paris	NaCl	-1.96050038866213	-2.99918986655061	-0.566075781480146	-3.67024714857673	-0.0353545227200027	-2.00878615975596
Block_12-20160722_104749_proc	CA150L24_NGM_1_B12	CA150L24	Block_12	20160722	104749	1597.794	706.935064935065	2967	1312.73264116797	3.11817628413311	24.8	50	Paris	NGM	-2.27523236105068	-2.83179292567139	-0.825345367412124	-3.81953685595255	-0.264748593080723	-2.42322788775406
Block_12-20160722_111514_proc	CA350L23_NGM_1_B12	CA350L23	Block_12	20160722	111514	1596.816	901.117268041237	2158	1217.80534791297	3.08557787689866	25	50	Paris	NGM	-2.03375243519865	-2.55834358141737	-0.660702828882212	-4.16936373799274	-0.309791271823635	-2.62757081905273
Block_12-20160722_114313_proc	CA350L23_NaCl_1_B12	CA350L23	Block_12	20160722	114313	1597.436	448.454350161117	2502	702.396079782298	2.84658207901754	25	50	Paris	NaCl	-1.56092683947852	-2.35753552375852	-0.896624631623671	-3.59347119266218	-0.348842979798936	-1.75815065397812
Block_12-20160722_121055_proc	CA350L24_NGM_1_B12	CA350L24	Block_12	20160722	121055	1596.044	811.754045307443	869	441.976703256407	2.64539937814132	25	48	Paris	NGM	-2.75585769956864	-3.08176071486048	-0.42397417641908	-3.03858476207026	-0.233095610124772	-2.13339588478061
Block_12-20160722_124020_proc	CA350L24_NaCl_1_B12	CA350L24	Block_12	20160722	124020	1596.542	882.719576719577	373	206.229715294933	2.31435124222213	25	48	Paris	NaCl	-2.25263271627721	-2.52553242857216	0.283612841653624	-2.57272474314419	0.40731913194638	-2.13101667190938
Block_12-20160722_130748_proc	CA150L23_NaCl_1_B12	CA150L23	Block_12	20160722	130748	1595.687	734.747933884297	533	245.424477833266	2.38991787565981	25	50	Paris	NaCl	-2.27519049775147	-2.94926862886133	0.73813314020921	-2.2413655174954	0.865205525765396	-1.40918587602325
Block_12-20160722_133802_proc	CA150L23_NGM_1_B12	CA150L23	Block_12	20160722	133802	1597.324	529.268006700167	3229	1069.91843460365	3.02935067044057	25	50	Paris	NGM	-1.77323513289686	-2.3299917460587	-0.542906544894676	-3.81784863253661	-0.300977938485727	-2.33330348524437
Block_12-20160722_142223_proc	CA250L23_NaCl_1_B12	CA250L23	Block_12	20160722	142223	1597.111	277.580277098614	5422	942.351697802274	2.97421301734588	25	50	Paris	NaCl	-0.872859815837376	-2.22646793106136	-0.83436670542838	-4.11159395557516	-0.222952745062218	-1.76621383634111
Block_12-20160722_145357_proc	CA250L23_NGM_1_B12	CA250L23	Block_12	20160722	145357	1597.478	691.977189781022	2743	1188.18126545051	3.07488270039245	25	50	Paris	NGM	-1.58772566886576	-2.14154149652321	-0.70863512224618	-3.64278088149472	-0.300519395207216	-1.99936934066387
Block_13-20160801_085010_proc	CA350L26_NGM_1_B13	CA350L26	Block_13	20160801	085010	1597.313	549.664694280079	2970	1022.03146284531	3.009464265593	23.3	51	Paris	NGM	-1.94821956989955	-2.60931101753136	-0.827731812990038	-3.97863559617992	-0.323259847195882	-2.0825073432142
Block_13-20160801_092004_proc	CA350L26_NaCl_1_B13	CA350L26	Block_13	20160801	092004	1594.798	419.238095238095	754	198.21038389158	2.29712640266533	23.3	50	Paris	NaCl	-1.35200734241341	-2.48841105205682	-0.485813222914656	-3.75308291549152	-0.0982045212702765	-2.16323579410041
Block_13-20160801_094827_proc	CA250L26_NGM_1_B13	CA250L26	Block_13	20160801	094827	1596.076	396.551994301994	3479	864.372616452248	2.93670099986777	23.2	50	Paris	NGM	-1.54578653661125	-2.09892536924921	-0.842436272815319	-3.66499364534895	-0.454172983622606	-1.7779050051519
Block_13-20160801_105608_proc	CA250L26_NaCl_1_B13	CA250L26	Block_13	20160801	105608	1597.327	431.361111111111	332	89.6572141389264	1.95258524018571	23.3	48	Paris	NaCl	-1.29176893642017	-2.43742801836402	-0.574046086297321	-4.32162120161452	-0.102260825615018	-2.28081416530443
Block_13-20160801_112512_proc	CA150L26_NGM_1_B13	CA150L26	Block_13	20160801	112512	1599.076	529.912026726058	5556	1841.18279587085	3.26509690816563	23.5	45	Paris	NGM	-2.22723712635803	-2.6956879539174	-0.939609313883357	-3.81524188200482	-0.384619863006498	-2.08781164422026
Block_13-20160801_115233_proc	CA150L26_NaCl_1_B13	CA150L26	Block_13	20160801	115233	1594.548	360.916666666667	293	66.318846051253	1.82163696087857	23.4	46	Paris	NaCl	-1.52970219423884	-2.69730683614447	-0.994563988616348	-4.06955589036712	-0.110166704892503	-1.95356619396103
Block_13-20160801_121939_proc	CA350L25_NaCl_1_B13	CA350L25	Block_13	20160801	121939	1594.905	822.105	667	343.809841338512	2.53631830393288	23.5	45	Paris	NaCl	-2.09337743578397	-2.86270082407165	-0.250245671736048	-3.78802912307738	0.0870419997241695	-2.76230224094822
Block_13-20160801_124856_proc	CA350L25_NGM_1_B13	CA350L25	Block_13	20160801	124856	1597.255	775.735329341317	2395	1163.17439217436	3.06564483242505	23.5	45	Paris	NGM	-2.3447967738737	-2.90937211266961	-0.999130763155403	-3.97835964271382	-0.660537180053615	-2.2210280877189
Block_13-20160801_131738_proc	CA250L25_NaCl_1_B13	CA250L25	Block_13	20160801	131738	1592.636	465.853535353535	392	114.661847313878	2.05941893440151	23.6	45	Paris	NaCl	-1.77547016366425	-2.96766086525185	-0.729079053793456	-4.27285965643261	-0.0913551664812879	-2.44320992880321
Block_13-20160801_134442_proc	CA250L25_NGM_1_B13	CA250L25	Block_13	20160801	134442	1596.899	528.766558089034	2961	980.448843979255	2.99142493879207	23.8	44	Paris	NGM	-1.92922506422203	-2.58585184295689	-0.956998934897297	-4.02005557117078	-0.509809221819361	-2.05938153695383
Block_13-20160801_141258_proc	CA150L25_NaCl_1_B13	CA150L25	Block_13	20160801	141258	1596.198	462.727504244482	2991	867.071607153527	2.93805496518955	24	44	Paris	NaCl	-1.87782363873195	-2.88436131368891	-1.02920902989221	-3.97179303378747	-0.501606159519824	-2.39011462382109
Block_13-20160801_144148_proc	CA150L25_NGM_1_B13	CA150L25	Block_13	20160801	144148	1596.115	567.005686433794	4529	1608.88705003001	3.20652555605022	24.1	43	Paris	NGM	-2.07474497067467	-2.61272300405104	-1.20082093257888	-3.9072271616477	-0.64017373886146	-2.21924819204007
Block_14-20160802_090925_proc	CA350L27_NGM_1_B14	CA350L27	Block_14	20160802	090925	1597.239	559.422807017544	3542	1240.56298553701	3.093618819053	23.1	56	Paris	NGM	-2.04016187921336	-2.5333864511326	-0.950626348857972	-3.84241372215407	-0.583703580492028	-2.11628253450237
Block_14-20160802_093710_proc	CA350L27_NaCl_1_B14	CA350L27	Block_14	20160802	093710	1597.17	327.22554517134	4439	909.454970363566	2.95878120080824	23.2	56	Paris	NaCl	-1.53245735876825	-2.65337884456586	-0.992757491964914	-4.01461378926352	-0.575487607627391	-1.88063743397867
Block_14-20160802_100554_proc	CA250L28_NGM_1_B14	CA250L28	Block_14	20160802	100554	1595.664	665.012241054614	2890	1204.44239930702	3.08078603533372	23.3	57	Paris	NGM	-2.0859255128084	-2.79633874847337	-0.649745112713389	-4.73388098757231	-0.301123867969708	-2.97766656921138
Block_14-20160802_103346_proc	CA250L28_NaCl_1_B14	CA250L28	Block_14	20160802	103346	1595.323	426.125394321767	2583	689.942973011185	2.83881319576614	23.4	57	Paris	NaCl	-1.6600212716997	-2.9800812116131	-1.04404587820051	-4.75917746746183	-0.49843204261164	-2.27597156354669
Block_14-20160802_110248_proc	CA350L28_NGM_1_B14	CA350L28	Block_14	20160802	110248	1595.802	398.341552511416	3433	856.939989905821	2.93295041006173	23.4	57	Paris	NGM	-1.71058713714244	-2.40241392711547	-1.1452710622848	-4.41863633987263	-0.450808312761796	-2.27746820659368
Block_14-20160802_113307_proc	CA350L28_NaCl_1_B14	CA350L28	Block_14	20160802	113307	1593.969	817.833707865169	999	512.566978502909	2.70975062386166	23.4	58	Paris	NaCl	-2.0509199412587	-3.03950917219496	-0.425980965342573	-4.32949372860996	0.00818246237436623	-3.11286876479239
Block_14-20160802_123113_proc	CA150L28_NGM_1_B14	CA150L28	Block_14	20160802	123113	1596.002	576.655139289145	3514	1269.65139107724	3.10368449283435	23.4	59	Paris	NGM	-2.05693336280668	-2.64009959298772	-0.901794906639231	-4.25861201395824	-0.374670558853632	-2.41969076359883
Block_14-20160802_132636_proc	CA250L27_NGM_1_B14	CA250L27	Block_14	20160802	132636	1595.469	1166.828	968	707.935725482601	2.84999382924997	23.5	58	Paris	NGM	-2.34368675128677	-2.79827867958184	-0.376894793047247	-3.20031105331967	-0.203400258562535	-2.526582876934
Block_14-20160802_135809_proc	CA150L27_NaCl_1_B14	CA150L27	Block_14	20160802	135809	1595.559	686.221621621622	893	384.063458705136	2.58440298866049	23.6	58	Paris	NaCl	-1.93598206344531	-2.75928102761035	-0.526453766216302	-3.77336817605583	-0.0524054360607709	-2.26395248678552
Block_14-20160802_142717_proc	CA150L27_NGM_1_B14	CA150L27	Block_14	20160802	142717	1597.141	894.9338731444	2104	1178.94466994199	3.07149342332855	23.7	58	Paris	NGM	-2.12185486811908	-2.89654842792086	-0.606526710742708	-4.14651031744049	-0.298406526846671	-2.61886075300264
Block_15-20160803_085630_proc	CA250L29_NGM_1_B15	CA250L29	Block_15	20160803	085630	1595.507	1230.25252525253	790	609.147747361494	2.78472264252047	22.8	58	Paris	NGM	-2.61165519436998	-2.98546003279491	-0.221738731292336	-3.09641139988103	-0.0359543160043144	-2.37602347903613
Block_15-20160803_095316_proc	CA150L30_NGM_1_B15	CA150L30	Block_15	20160803	095316	1597.354	662.7	2322	963.336492724844	2.98377801236635	23.2	57	Paris	NGM	-2.32635386187881	-2.57446491385311	-1.14605925085212	-3.02493206056186	-0.737218111495071	-1.53022547670062
Block_15-20160803_102819_proc	CA150L30_NaCl_1_B15	CA150L30	Block_15	20160803	102819	1596.049	654.28885400314	1621	664.517337712745	2.82250631646723	23.4	57	Paris	NaCl	-2.29270038146363	-2.76581476609011	-0.715422565123619	-3.64847230799454	-0.474467761201242	-2.32819873919727
Block_15-20160803_105755_proc	CA350L29_NGM_1_B15	CA350L29	Block_15	20160803	105755	1598.251	896.577503429355	2072	1162.33844815716	3.06533260375601	23.5	57	Paris	NGM	-2.79216996290204	-3.48332790766601	-0.562567368863956	-3.30974541407989	-0.314967934952792	-2.05840038197286
Block_15-20160803_112831_proc	CA350L29_NaCl_1_B15	CA350L29	Block_15	20160803	112831	1596.496	871.311938382542	1696	925.617757574582	2.96643167777459	23.5	57	Paris	NaCl	-2.61401733995651	-3.48668291482486	-0.713085610400153	-3.60239135385067	-0.37462641369101	-2.2128602261997
Block_15-20160803_115655_proc	CA350L30_NaCl_1_B15	CA350L30	Block_15	20160803	115655	1595.814	535.449635036496	1803	604.967553844498	2.78173208281088	23.6	56	Paris	NaCl	-1.66960973846236	-2.85807978281871	-0.851653416127135	-4.49901385028228	-0.263650195457422	-2.2781187287522
Block_15-20160803_122624_proc	CA350L30_NGM_1_B15	CA350L30	Block_15	20160803	122624	1596.713	399.545454545455	4044	1011.93002009868	3.00515047995849	23.7	56	Paris	NGM	-1.62883145460843	-2.50932352016616	-1.00836016576204	-4.29490564434375	-0.387525819699001	-2.30794563625871
Block_15-20160803_125835_proc	CA250L30_NaCl_1_B15	CA250L30	Block_15	20160803	125835	1592.032	434.548076923077	469	128.01441684396	2.10725888217289	23.8	56	Paris	NaCl	-1.78892810132126	-2.42924520367337	-0.119194413901616	-3.75281249550483	0.0421153689956023	-2.5737384094021
Block_15-20160803_132602_proc	CA250L30_NGM_1_B15	CA250L30	Block_15	20160803	132602	1596.249	786.980582524272	982	484.144348431125	2.68497486656313	23.8	55	Paris	NGM	-2.30297397718128	-2.65760273366644	-0.35418355373094	-3.71191147607369	-0.216647342794682	-2.53058989746788
Block_15-20160803_135743_proc	CA150L29_NaCl_1_B15	CA150L29	Block_15	20160803	135743	1588.584	461.923076923077	678	197.146544440738	2.29478916921816	23.9	55	Paris	NaCl	-2.02913743477358	-2.95719095703543	-0.2945654467033	-4.26100943633304	0.0978108382443557	-2.86463134265002
Block_15-20160803_142502_proc	CA150L29_NGM_1_B15	CA150L29	Block_15	20160803	142502	1591.331	630.320063694268	1591	630.188955872524	2.79947078784838	23.8	54	Paris	NGM	-2.01662760858535	-2.54773774120613	-1.17766004562843	-3.55685444623952	-0.65912055961713	-1.78912344612156
Block_16-20160804_091017_proc	CA250L31_NGM_1_B16	CA250L31	Block_16	20160804	091017	1597.918	534.593220338983	3429	1147.19288007418	3.05963644293139	23.5	53	Paris	NGM	-2.0189961098617	-2.38692575177423	-1.13880007194374	-3.69564646144583	-0.553371919762754	-1.72498438845481
Block_16-20160804_093745_proc	CA250L31_NaCl_1_B16	CA250L31	Block_16	20160804	093745	1596.306	527.245544554455	2365	781.138273533575	2.8927279175102	23.6	53	Paris	NaCl	-1.79862855866824	-2.68321182900508	-0.967128012172537	-4.37054381242996	-0.332192883175174	-2.25866692762352
Block_16-20160804_100622_proc	CA250L32_NGM_1_B16	CA250L32	Block_16	20160804	100622	1596.746	513.122507122507	5634	1810.51476260357	3.2578020703246	23.7	53	Paris	NGM	-2.1706235536654	-2.68340711097153	-1.07964412335978	-3.78596149964293	-0.682895264924968	-2.24790059621768
Block_16-20160804_103456_proc	CA250L32_NaCl_1_B16	CA250L32	Block_16	20160804	103456	1596.272	510.491266375546	1522	486.73891882059	2.687296073084	23.7	52	Paris	NaCl	-2.30143600362059	-3.08541494716345	-0.60378331200152	-3.58244760995737	-0.335177741297148	-2.42843498580064
Block_16-20160804_110537_proc	CA150L32_NGM_1_B16	CA150L32	Block_16	20160804	110537	1596.148	441.873579545455	2906	804.489697796878	2.90552048694516	23.8	52	Paris	NGM	-2.01535310158855	-2.44602747852529	-1.19829744311191	-2.86953330438682	-0.849075376380046	-1.33745631850917
Block_16-20160804_113337_proc	CA150L32_NaCl_1_B16	CA150L32	Block_16	20160804	113337	1586.655	665.190476190476	285	119.48362165328	2.07730837797793	23.9	52	Paris	NaCl	-2.36409752168342	-3.00472533279208	-0.127067496071826	-3.1302686314376	0.125137335560478	-2.22818387565267
Block_16-20160804_120757_proc	CA350L31_NaCl_1_B16	CA350L31	Block_16	20160804	120757	1596.251	575.137221269297	1302	469.117113845269	2.67128127671819	23.9	52	Paris	NaCl	-1.70811531355177	-2.74005124609683	-0.356064690880538	-3.96524619019589	-0.0494332109734395	-2.47943675099586
Block_16-20160804_123529_proc	CA350L31_NGM_1_B16	CA350L31	Block_16	20160804	123529	1596.755	538.598701298701	2483	837.536488268191	2.92300373667406	24	52	Paris	NGM	-1.92041771129145	-2.54070040214462	-1.13941242443739	-3.89441052517861	-0.596260776934743	-1.91234639756172
Block_16-20160804_130354_proc	CA150L31_NaCl_1_B16	CA150L31	Block_16	20160804	130354	1596.337	279.676274944568	4028	705.700635565497	2.848620508567	24	52	Paris	NaCl	-1.45169852506132	-2.51866930396561	-1.28886544001766	-4.41769484290297	-0.454830127697619	-2.35395841356243
Block_16-20160804_134348_proc	CA150L31_NGM_1_B16	CA150L31	Block_16	20160804	134348	1596.461	259.374299065421	9707	1577.07975392323	3.1978536564316	24.2	52	Paris	NGM	-1.49102152822844	-2.05275340688393	-1.53104775075458	-3.32129963501013	-0.934795314026965	-1.71367663100364
Block_17-20160805_085406_proc	CA250L34_NGM_1_B17	CA250L34	Block_17	20160805	085406	1597.182	539.84625158831	2460	831.478052537058	2.91985079019072	23.1	52	Paris	NGM	-2.13935421332134	-2.63902675470275	-0.931663549106487	-3.48895735440591	-0.590254597157449	-2.03764607706907
Block_17-20160805_092254_proc	CA250L34_NaCl_1_B17	CA250L34	Block_17	20160805	092254	1593.359	806.768361581921	905	458.230296644785	2.66108379989194	23.2	54	Paris	NaCl	-2.16675855159672	-3.185753501488	-0.457608967732565	-3.62362345525929	-0.0393872404534478	-2.28087173639363
Block_17-20160805_095137_proc	CA350L33_NGM_1_B17	CA350L33	Block_17	20160805	095137	1596.869	734.729310344828	1774	816.228379755462	2.91181169085005	23.2	54	Paris	NGM	-2.26632665965028	-2.83154509061963	-0.908673059975743	-4.09933290211373	-0.632161665818474	-2.03754267123037
Block_17-20160805_101900_proc	CA350L33_NaCl_1_B17	CA350L33	Block_17	20160805	101900	1594.38	467.217514124294	741	217.142825403042	2.3367454844496	23.1	53	Paris	NaCl	-1.90276837276739	-2.98230538962445	-0.359461569214402	-4.17842288243258	-0.0528291323328684	-2.56622582796797
Block_17-20160805_104634_proc	CA150L33_NGM_1_B17	CA150L33	Block_17	20160805	104634	1599.004	261.247379454927	8091	1321.91823608309	3.12120459379101	23	53	Paris	NGM	-1.64618092342183	-2.36548341203345	-1.74570534046994	-3.44797612425918	-1.17367086901937	-1.26526621940164
Block_17-20160805_111356_proc	CA150L33_NaCl_1_B17	CA150L33	Block_17	20160805	111356	1596.744	361.761627906977	3356	760.34231113805	2.88100915855527	23	52	Paris	NaCl	-1.59094828452557	-2.82507049790862	-0.884041323197001	-4.14971599387376	-0.479982596236804	-2.20547458918919
Block_17-20160805_114148_proc	CA150L34_NaCl_1_B17	CA150L34	Block_17	20160805	114148	1594.359	559.283752860412	942	330.443328757518	2.51909698842602	23.1	52	Paris	NaCl	-1.88993617095	-2.91742968255351	-0.319406558885995	-3.72194803135994	-0.147635114307565	-2.61274448140178
Block_17-20160805_120957_proc	CA150L34_NGM_1_B17	CA150L34	Block_17	20160805	120957	1597.912	394.788120567376	4748	1173.06459708288	3.06932192804409	23.2	51	Paris	NGM	-1.95906457727258	-2.56868759033199	-1.10128586891447	-4.0239011107024	-0.822664348436509	-1.98644868863329
Block_17-20160805_123802_proc	CA250L33_NaCl_1_B17	CA250L33	Block_17	20160805	123802	1594.583	614.091247672253	1277	491.786581995084	2.69177667518556	23.1	50	Paris	NaCl	-2.40529958286095	-3.01740472669417	-0.518483375856144	-3.51243208723333	-0.236841483350331	-2.53483668741728
Block_17-20160805_130608_proc	CA250L33_NGM_1_B17	CA250L33	Block_17	20160805	130608	1596.561	579.143737166324	3162	1146.99813970147	3.05956271352634	23	49	Paris	NGM	-1.98318576990884	-2.6790481027907	-0.927845946968261	-3.80747419158013	-0.665549890580173	-2.31929088646238
Block_17-20160805_133853_proc	CA350L34_NaCl_1_B17	CA350L34	Block_17	20160805	133853	1596.888	319.430084745763	4773	954.756873676504	2.97989279371624	22.1	52	Paris	NaCl	-1.38071567785753	-2.56269682942747	-0.653278837453078	-4.03696286935924	-0.287839774170865	-2.11976406228743
Block_17-20160805_141056_proc	CA350L34_NGM_1_B17	CA350L34	Block_17	20160805	141056	1595.919	389.009609224856	4948	1206.08849599797	3.08137917506246	22.1	52	Paris	NGM	-1.60359803423276	-2.47772685450722	-1.16344415876475	-4.11738736186635	-0.77819821292025	-2.05899558014395
Block_18-20160808_084311_proc	CA150L35_NGM_1_B18	CA150L35	Block_18	20160808	084311	1598.064	801.639586410635	2413	1210.43733042535	3.08294230905655	22.6	50	Paris	NGM	-2.17460854743909	-2.71689805732907	-0.622258516734481	-3.79906995335059	-0.202412154184274	-2.51315049247326
Block_18-20160808_091306_proc	CA150L35_NaCl_1_B18	CA150L35	Block_18	20160808	091306	1595.806	614.473441108545	987	380.049508758667	2.57984017551194	22.6	50	Paris	NaCl	-1.74769665188456	-2.7353683855955	-0.259932950402158	-3.89276154149374	0.210005519015241	-2.6325514662376
Block_18-20160808_094116_proc	CA350L36_NGM_1_B18	CA350L36	Block_18	20160808	094116	1598.756	599.365745856354	3247	1217.28429903974	3.08539202037039	22.7	50	Paris	NGM	-2.09330844292474	-2.54095288717376	-0.875972821191308	-4.0128617934573	-0.428546716927826	-2.67065676253733
Block_18-20160808_100942_proc	CA350L36_NaCl_1_B18	CA350L36	Block_18	20160808	100942	1594.699	486.636186770428	2445	746.112888171182	2.87280454195084	22.7	50	Paris	NaCl	-1.67652126543359	-2.59887311012477	-0.996628989716724	-3.66238134701018	-0.495176099529071	-2.36217529498573
Block_18-20160808_103704_proc	CA250L35_NGM_1_B18	CA250L35	Block_18	20160808	103704	1596.192	906.72	2545	1445.69224754917	3.16007585214514	22.8	49	Paris	NGM	-2.15279327638159	-2.66233044547084	-0.629902765077377	-4.29443012396224	-0.418633051187353	-3.19995518201744
Block_18-20160808_110507_proc	CA250L35_NaCl_1_B18	CA250L35	Block_18	20160808	110507	1597.355	437.820697954272	1944	532.832987546979	2.72659110404916	22.8	49	Paris	NaCl	-1.78853899791366	-2.64098933403461	-0.824062785462227	-3.76439883897446	-0.47023482916567	-2.46925253936034
Block_18-20160808_113259_proc	CA350L35_NaCl_1_B18	CA350L35	Block_18	20160808	113259	1594.498	892.074666666667	967	541.008017988525	2.73320370159893	22.8	49	Paris	NaCl	-2.25255520306592	-3.20237890389986	-0.28551010353637	-3.75177421106242	0.0617645201376921	-2.33586358435391
Block_18-20160808_120017_proc	CA350L35_NGM_1_B18	CA350L35	Block_18	20160808	120017	1595.993	1184.61567877629	1939	1439.21044838369	3.15812430324113	22.9	49	Paris	NGM	-2.73800385749144	-3.22886150154226	-0.863903807693982	-3.85459937172567	-0.557161332715614	-2.44687856888929
Block_18-20160808_125652_proc	CA350L32_NGM_1_B18	CA350L32	Block_18	20160808	125652	1596.527	929.665198237885	1495	870.545547532637	2.93979149862923	23	49	Paris	NGM	-2.3687563322371	-2.87151879928029	-0.658649312013168	-3.61856261168368	-0.268023199879367	-2.2804984864233
Block_18-20160808_132627_proc	CA150L36_NaCl_1_B18	CA150L36	Block_18	20160808	132627	1596.798	576.748674443266	2057	742.969382056966	2.87097091675157	23	49	Paris	NaCl	-1.98309177416643	-2.98591133849343	-0.752821087544605	-3.72705022716757	-0.39834830703548	-2.368202889548
Block_18-20160808_135455_proc	CA150L36_NGM_1_B18	CA150L36	Block_18	20160808	135455	1596.258	807.307692307692	2754	1392.83586025278	3.14389993969272	23	49	Paris	NGM	-2.3597018284626	-2.8295652164836	-0.895962360935127	-3.77702506111554	-0.392246974188122	-2.46950350498366
Block_19-20160809_100214_proc	CA150L37_NGM_1_B19	CA150L37	Block_19	20160809	100214	1496.998	1091.82083333333	1336	974.398518457161	2.98873661495796	22.9	50	Paris	NGM	-2.56655225058032	-3.03156508402814	-0.717533272204959	-3.83980690745809	-0.265798554827708	-2.43382580756326
Block_19-20160809_102920_proc	CA150L37_NaCl_1_B19	CA150L37	Block_19	20160809	102920	1495.633	297.765258215962	534	106.313947263349	2.02659024309499	23.1	47	Paris	NaCl	-1.00637072212895	-2.45631713244238	-0.866636386532626	-4.46200639978951	-0.164138576894207	-2.21574972055698
Block_19-20160809_105552_proc	CA250L37_NGM_1_B19	CA250L37	Block_19	20160809	105552	1497.127	328.402378592666	2389	524.03923144655	2.71936380103521	22.9	47	Paris	NGM	-1.35361042746973	-2.34411483963575	-0.83200662640101	-4.17150644390787	-0.163454643096005	-2.37987291489736
Block_19-20160809_114858_proc	CA250L36_NGM_1_B19	CA250L36	Block_19	20160809	114858	1495.947	833.002257336343	918	511.178586029293	2.70857265234106	22.9	46	Paris	NGM	-1.78076611322527	-2.7018971558356	-0.138994992129104	-3.71168890238107	0.129156332714871	-2.55811089186686
Block_19-20160809_124208_proc	CA350L37_NGM_1_B19	CA350L37	Block_19	20160809	124208	1496.316	1258.69028340081	1219	1025.41405389342	3.01089926540254	23	45	Paris	NGM	-2.52557105139162	-3.01180278196425	-0.226425591038243	-3.65184657035513	0.105900016707911	-2.79309252854155
Block_19-20160809_130812_proc	CA350L37_NaCl_1_B19	CA350L37	Block_19	20160809	130812	1495.905	946.939024390244	171	108.24656189446	2.03441411127042	23	44	Paris	NaCl	-1.77732313000088	-2.607842792699	-0.267482643158731	-3.84958287536822	0.046912813494616	-2.76960162021268
Block_19-20160809_133524_proc	CA150L38_NaCl_1_B19	CA150L38	Block_19	20160809	133524	1497.017	948.018421052632	860	544.613616348554	2.73608849530566	23	42	Paris	NaCl	-2.05881525978106	-2.8521913516382	-0.349735773169379	-4.20349352233503	0.0438210386675786	-2.96292329001109
Block_19-20160809_140348_proc	CA150L38_NGM_1_B19	CA150L38	Block_19	20160809	140348	1497.238	753.913916786227	2582	1300.1311302158	3.11398715712	23	42	Paris	NGM	-2.50776257572024	-3.06316097768352	-1.08440812144964	-3.84114026949082	-0.531672857982695	-2.41402871991161
Block_19-20160809_143102_proc	CA350L38_NaCl_1_B19	CA350L38	Block_19	20160809	143102	1496.323	410.106951871658	1376	377.129246676955	2.57649021359865	23	45	Paris	NaCl	-1.4960304365285	-2.76215516535827	-0.771265957959238	-4.23023756480477	-0.111405330434979	-2.30262935458635
Block_19-20160809_145808_proc	CA350L38_NGM_1_B19	CA350L38	Block_19	20160809	145808	1496.512	401.807189542484	4435	1190.77888157323	3.07583112384373	23	45	Paris	NGM	-1.68212084820134	-2.63091875159802	-1.28005102663335	-4.28731702132592	-0.535400624564144	-2.01011014638122
Block_19-20160809_152434_proc	CA250L38_NaCl_1_B19	CA250L38	Block_19	20160809	152434	1493.8	531.693333333333	355	126.356361851207	2.101597112875	23.2	39	Paris	NaCl	-2.05281890178151	-2.78762279268004	-0.195152826660645	-3.16082906378963	0.186521142369324	-2.32120787137798
Block_19-20160809_155051_proc	CA250L38_NGM_1_B19	CA250L38	Block_19	20160809	155051	1492.882	919.403183023873	976	601.077316647464	2.77893033894729	23.3	40	Paris	NGM	-2.37537449933045	-2.94297830379057	-0.409514901873502	-4.30726084867396	0.0186625539522675	-3.21285449688687
Block_2-20160629_075114_proc	CA350L3_NGM_1_B2	CA350L3	Block_2	20160629	075114	1595.675	715.270696452037	1700	762.034990814835	2.88197491355601	22.1	54	Paris	NGM	-2.27396742529486	-2.92687411990528	-0.720068014051135	-3.21509462138251	-0.235679726724856	-1.9545550821016
Block_2-20160629_081940_proc	CA350L3_NaCl_1_B2	CA350L3	Block_2	20160629	081940	1596.68	501.397404703974	2460	772.501450241611	2.88789930341252	22.2	53	Paris	NaCl	-1.74128892326043	-3.19283603296748	-0.483412549207917	-4.4748630363497	-0.121468923955021	-2.87824647511066
Block_2-20160629_085032_proc	CA250L4_NGM_1_B2	CA250L4	Block_2	20160629	085032	1598.218	419.94099756691	5308	1394.70761503447	3.14448317213557	22.2	53	Paris	NGM	-1.77779910200038	-2.63474325895246	-1.0253209145148	-4.28952268104008	-0.765897705929589	-2.64930269190225
Block_2-20160629_092039_proc	CA250L4_NaCl_1_B2	CA250L4	Block_2	20160629	092039	1596.169	498.539130434783	4125	1288.38106306004	3.11004433282806	22.1	52	Paris	NaCl	-1.68855218685564	-2.83664379511363	-0.913025568724356	-4.40083895371566	-0.632840295103723	-2.7482503935394
Block_2-20160629_095133_proc	CA350L4_NaCl_1_B2	CA350L4	Block_2	20160629	095133	1597.07	479.068292682927	3753	1125.77614158367	3.05145204047949	22.2	51	Paris	NaCl	-1.74720558392623	-2.94462107062861	-0.697385202745875	-3.93025732923378	-0.517767935797521	-1.92137803303368
Block_2-20160629_102004_proc	CA350L4_NGM_1_B2	CA350L4	Block_2	20160629	102004	1596.736	524.833203429462	3284	1079.42217126836	3.0331913342041	22.2	51	Paris	NGM	-1.87522686104391	-2.73297182995405	-0.803028203833017	-4.01495534497735	-0.564064460831672	-1.8553947003621
